usertoken,visGroup,trial_duration,vars,varIndex,prior_belief,prior_lwr,prior_upr,post_belief,post_lwr,post_upr,diff_belief,diff_uncertainty,pop_corr,sample_corr,post_error,post_error_abs,prior_uncertainty,post_uncertainty,prior_sd,post_sd,exclude
CdSQ1sQn,line,13118,Yearly income_Height,7,0.061873769,-0.328519799,0.452267338,0.114471058,-0.43695323,0.665895346,0.0526,0.32206,0,0.02,0.094471058,0.094471058,0.780787137,1.102848576,0.195196784,0.275712144,0
DBfvFSca,scatter,9880,Exercise amount_Body weight,2,1,0.060608401,1,-1,-1,0.012870769,-2,0.07348,-0.4,-0.42,-0.58,0.58,0.939391599,1.012870769,0.4696958,0.506435384,0
DBfvFSca,line,8046,Government spending_Budget deficit,8,1,0.187397095,1,-1,-1,1,-2,1.1874,0.9,0.93,-1.93,1.93,0.812602905,2,0.406301452,1,0
DBfvFSca,line,7019,Immigrant population_Economic growth,7,1,-0.576091626,1,1,0.115865452,1,0,-0.69196,0.4,0.44,0.56,0.56,1.576091626,0.884134548,0.788045813,0.442067274,0
DBfvFSca,line,7552,Income tax rate_Poverty rate,9,1,-0.663320009,1,1,-0.523740525,1,0,-0.13958,0,0.08,0.92,0.92,1.663320009,1.523740525,0.831660004,0.761870262,0
DBfvFSca,line,11191,Labor union participation_Corporate profits,6,-1,-1,0.888640544,1,0.312540462,1,2,-1.20118,-0.4,-0.41,1.41,1.41,1.888640544,0.687459538,0.944320272,0.343729769,0
DBfvFSca,scatter,7927,Temperature_Crime rate,3,1,0.457430577,1,-1,-1,0.932661966,-2,1.39009,0.4,0.4,-1.4,1.4,0.542569423,1.932661966,0.271284711,0.966330983,0
DBfvFSca,scatter,13426,Temperature_Sales of Mittens,1,-1,-1,0.771436049,-1,-1,1,0,0.22856,-0.9,-0.89,-0.11,0.11,1.771436049,2,0.885718024,1,0
DBfvFSca,line,9334,Vaccination rate_Rate of illness,5,1,0.329222304,1,1,0.200886067,1,0,0.12834,-0.9,-0.89,1.89,1.89,0.670777696,0.799113933,0.335388848,0.399556967,0
DBfvFSca,scatter,8479,Weight_Price,4,1,-1,1,-1,-1,0.522265493,-2,-0.47773,0.9,0.9,-1.9,1.9,2,1.522265493,1,0.761132747,0
DBfvFSca,scatter,18530,Yearly income_Height,0,0.54233728,0.08467456,1,0.481892061,0.481892061,0.481892061,-0.06045,-0.91533,0,0.02,0.461892061,0.461892061,0.91532544,0,0.22883136,0.001,0
DEPdjqVT,line,18526,Exercise amount_Body weight,5,-1,-1,-0.565514397,-0.258799342,-0.624733895,0.10713521,0.7412,0.29738,-0.4,-0.42,0.161200658,0.161200658,0.434485603,0.731869106,0.217242801,0.182967276,0
DEPdjqVT,scatter,10760,Government spending_Budget deficit,3,-1,-1,-1,1,0.679345308,1,2,0.32065,0.9,0.93,0.07,0.07,0,0.320654692,0.001,0.160327346,0
DEPdjqVT,scatter,15853,Immigrant population_Economic growth,2,-0.571370756,-0.666347994,-0.476393519,0.862847658,0.168148026,1,1.43422,0.6419,0.4,0.44,0.422847658,0.422847658,0.189954475,0.831851974,0.047488619,0.347349816,0
DEPdjqVT,scatter,14505,Income tax rate_Poverty rate,1,1,1,1,-0.346202325,-1,1,-1.3462,2,0,0.08,-0.426202325,0.426202325,0,2,0.001,0.673101162,0
DEPdjqVT,scatter,13287,Labor union participation_Corporate profits,4,-0.303771092,-0.52612342,-0.081418764,-1,-1,-0.470362346,-0.69623,0.08493,-0.4,-0.41,-0.59,0.59,0.444704656,0.529637654,0.111176164,0.264818827,0
DEPdjqVT,line,30802,Temperature_Crime rate,7,-0.400407821,-0.663890661,-0.136924982,0.292577003,-0.092359647,0.677513652,0.69298,0.24291,0.4,0.4,-0.107422997,0.107422997,0.526965679,0.769873298,0.13174142,0.192468325,0
DEPdjqVT,line,8693,Temperature_Sales of Mittens,8,-0.137322466,-0.213232808,-0.061412125,-0.930762821,-1,-0.533257003,-0.79344,0.31492,-0.9,-0.89,-0.040762821,0.040762821,0.151820683,0.466742997,0.037955171,0.198752909,0
DEPdjqVT,scatter,42535,Vaccination rate_Rate of illness,0,0.437799122,0.23086921,0.644729033,-1,-1,-0.788527825,-1.4378,-0.20239,-0.9,-0.89,-0.11,0.11,0.413859823,0.211472175,0.103464956,0.105736088,0
DEPdjqVT,line,8467,Weight_Price,9,-0.010642367,-0.186947233,0.165662499,1,0.90813103,1,1.01064,-0.26074,0.9,0.9,0.1,0.1,0.352609732,0.09186897,0.088152433,0.045934485,0
DEPdjqVT,line,15897,Yearly income_Height,6,-1,-1,-0.933602018,0.273163576,-0.890555263,1,1.27316,1.82416,0,0.02,0.253163576,0.253163576,0.066397982,1.890555263,0.033198991,0.58185942,0
DL5Ul12I,line,4881,Exercise amount_Body weight,9,1,-1,1,-0.822538825,-1,0.956922385,-1.82254,-0.04308,-0.4,-0.42,-0.402538825,0.402538825,2,1.956922385,1,0.889730605,0
DL5Ul12I,scatter,8856,Government spending_Budget deficit,4,-0.921811313,-0.921811313,-0.921811313,0.86260124,0.510675804,1,1.78441,0.48932,0.9,0.93,-0.06739876,0.06739876,0,0.489324196,0.001,0.175962718,0
DL5Ul12I,scatter,284458,Immigrant population_Economic growth,1,-1,-1,-0.733613968,1,-0.555486277,1,2,1.2891,0.4,0.44,0.56,0.56,0.266386032,1.555486277,0.133193016,0.777743138,0
DL5Ul12I,scatter,8911,Income tax rate_Poverty rate,3,1,1,1,-0.598454197,-1,1,-1.59845,2,0,0.08,-0.678454197,0.678454197,0,2,0.001,0.799227099,0
DL5Ul12I,scatter,7891,Labor union participation_Corporate profits,2,-0.699747344,-1,-0.399494688,-0.587031013,-1,-0.174062026,0.11272,0.22543,-0.4,-0.41,-0.177031013,0.177031013,0.600505312,0.825937974,0.150126328,0.206484494,0
DL5Ul12I,line,5623,Temperature_Crime rate,8,-1,-1,0.773472775,1,1,1,2,-1.77347,0.4,0.4,0.6,0.6,1.773472775,0,0.886736387,0.001,0
DL5Ul12I,line,5345,Temperature_Sales of Mittens,5,0.934828038,0.306585427,1,-1,-1,-0.78184624,-1.93483,-0.47526,-0.9,-0.89,-0.11,0.11,0.693414573,0.21815376,0.314121305,0.10907688,0
DL5Ul12I,scatter,34237,Vaccination rate_Rate of illness,0,0.581190951,0.291795273,0.870586629,-0.905206431,-0.960499546,-0.849913316,-1.4864,-0.46821,-0.9,-0.89,-0.015206431,0.015206431,0.578791356,0.11058623,0.144697839,0.027646557,0
DL5Ul12I,line,5172,Weight_Price,6,-1,-1,-0.827949743,0.829350178,0.658700356,1,1.82935,0.16925,0.9,0.9,-0.070649822,0.070649822,0.172050257,0.341299644,0.086025128,0.085324911,0
DL5Ul12I,line,13498,Yearly income_Height,7,1,-0.47158514,1,0.796283715,0.347555513,1,-0.20372,-0.81914,0,0.02,0.776283715,0.776283715,1.47158514,0.652444487,0.73579257,0.224364101,0
DMyXslsX,scatter,9778,Exercise amount_Body weight,1,0.678536066,0.357072132,1,0.259304104,-0.461156532,0.979764739,-0.41923,0.79799,-0.4,-0.42,0.679304104,0.679304104,0.642927868,1.440921271,0.160731967,0.360230318,1
DMyXslsX,hop,15797,Government spending_Budget deficit,6,-0.677769921,-0.975821394,-0.379718448,0.682795012,0.365590024,1,1.36056,0.03831,0.9,0.93,-0.247204988,0.247204988,0.596102946,0.634409976,0.149025736,0.158602494,1
DMyXslsX,hop,5366,Immigrant population_Economic growth,7,0.74057721,0.481154421,1,-0.15317408,-0.781218781,0.474870621,-0.89375,0.73724,0.4,0.44,-0.59317408,0.59317408,0.518845579,1.256089402,0.129711395,0.314022351,1
DMyXslsX,hop,7843,Income tax rate_Poverty rate,9,0.343298536,-0.326362239,1,-0.390266654,-1,0.649341809,-0.73357,0.32298,0,0.08,-0.470266654,0.470266654,1.326362239,1.649341809,0.334830387,0.519804231,1
DMyXslsX,hop,7557,Labor union participation_Corporate profits,8,0.706330844,0.021724061,1,-0.691395619,-1,0.091394175,-1.39773,0.11312,-0.4,-0.41,-0.281395619,0.281395619,0.978275939,1.091394175,0.342303392,0.391394897,1
DMyXslsX,scatter,10289,Temperature_Crime rate,3,-0.124449665,-0.708517455,0.459618126,0.512933544,0.025867087,1,0.63738,-0.194,0.4,0.4,0.112933544,0.112933544,1.168135582,0.974132913,0.292033895,0.243533228,1
DMyXslsX,scatter,25767,Temperature_Sales of Mittens,0,0.891806262,0.42406572,1,-0.502423839,-0.867656602,-0.137191076,-1.39423,0.15453,-0.9,-0.89,0.387576161,0.387576161,0.57593428,0.730465526,0.233870271,0.182616382,1
DMyXslsX,hop,7386,Vaccination rate_Rate of illness,5,-0.949397362,-1,-0.385268778,-0.656563917,-0.983880813,-0.329247021,0.29283,0.0399,-0.9,-0.89,0.233436083,0.233436083,0.614731222,0.654633793,0.282064292,0.163658448,1
DMyXslsX,scatter,6880,Weight_Price,2,0.867375812,-0.150529727,1,0.517739241,0.186478775,0.848999707,-0.34964,-0.48801,0.9,0.9,-0.382260759,0.382260759,1.150529727,0.662520931,0.508952769,0.165630233,1
DMyXslsX,scatter,5103,Yearly income_Height,4,0.363175168,-0.273649665,1,0.097067873,-0.172237254,0.366373,-0.26611,-0.73504,0,0.02,0.077067873,0.077067873,1.273649665,0.538610254,0.318412416,0.134652564,1
DbShXOuI,scatter,7971,Exercise amount_Body weight,2,-1,-1,0.324406596,1,-0.44759592,1,2,0.12319,-0.4,-0.42,1.42,1.42,1.324406596,1.44759592,0.662203298,0.72379796,0
DbShXOuI,band,7128,Government spending_Budget deficit,5,-0.960475176,-1,-0.414453271,-1,-1,-0.085637265,-0.03952,0.32882,0.9,0.93,-1.93,1.93,0.585546729,0.914362735,0.273010953,0.457181368,0
DbShXOuI,band,6210,Immigrant population_Economic growth,7,0.637396255,0.291618485,0.983174025,-0.668704026,-1,-0.337408052,-1.3061,-0.02896,0.4,0.44,-1.108704026,1.108704026,0.691555541,0.662591948,0.172888885,0.165647987,0
DbShXOuI,band,43329,Income tax rate_Poverty rate,6,-0.804627742,-0.818560898,-0.790694587,-1,-1,-1,-0.19537,-0.02787,0,0.08,-1.08,1.08,0.02786631,0,0.006966578,0.001,0
DbShXOuI,band,5172,Labor union participation_Corporate profits,9,-1,-1,-0.661408538,1,0.538769113,1,2,0.12264,-0.4,-0.41,1.41,1.41,0.338591462,0.461230887,0.169295731,0.230615444,0
DbShXOuI,scatter,129524,Temperature_Crime rate,4,-1,-1,-1,-0.991757449,-1,-0.701542637,0.00824,0.29846,0.4,0.4,-1.391757449,1.391757449,0,0.298457363,0.001,0.145107406,0
DbShXOuI,scatter,26448,Temperature_Sales of Mittens,3,1,-0.962482657,1,0.751224089,0.502448177,1,-0.24878,-1.46493,-0.9,-0.89,1.641224089,1.641224089,1.962482657,0.497551823,0.981241328,0.124387956,0
DbShXOuI,band,5813,Vaccination rate_Rate of illness,8,-1,-1,-0.252112355,-0.913122364,-1,-0.488987145,0.08688,-0.23687,-0.9,-0.89,-0.023122364,0.023122364,0.747887645,0.511012855,0.373943823,0.212067609,0
DbShXOuI,scatter,17907,Weight_Price,0,1,0.9254462,1,-1,-1,-0.795402091,-2,0.13004,0.9,0.9,-1.9,1.9,0.0745538,0.204597909,0.0372769,0.102298955,0
DbShXOuI,scatter,10269,Yearly income_Height,1,-1,-1,-0.32088152,-0.439311357,-1,0.121377286,0.56069,0.44226,0,0.02,-0.459311357,0.459311357,0.67911848,1.121377286,0.33955924,0.280344322,0
E1ltHhlg,line,6224,Exercise amount_Body weight,8,-0.444744038,-0.799524466,-0.08996361,-0.346762844,-0.633810457,-0.059715231,0.09798,-0.13547,-0.4,-0.42,0.073237156,0.073237156,0.709560856,0.574095226,0.177390214,0.143523806,1
E1ltHhlg,scatter,4359,Government spending_Budget deficit,4,-0.712027138,-1,-0.376040606,0.895416804,0.267660097,1,1.60744,0.10838,0.9,0.93,-0.034583196,0.034583196,0.623959394,0.732339903,0.167993266,0.313878353,1
E1ltHhlg,scatter,5809,Immigrant population_Economic growth,0,-0.659107817,-0.791594208,-0.526621426,0.96738652,0.469990644,1,1.62649,0.26504,0.4,0.44,0.52738652,0.52738652,0.264972782,0.530009356,0.066243196,0.248697938,1
E1ltHhlg,scatter,4609,Income tax rate_Poverty rate,1,0.334752723,0.140583284,0.528922162,-0.795111624,-1,0.643252264,-1.12986,1.25491,0,0.08,-0.875111624,0.875111624,0.388338878,1.643252264,0.09708472,0.719181944,1
E1ltHhlg,scatter,5650,Labor union participation_Corporate profits,3,0.289651373,-0.140946217,0.720248963,-0.856195057,-1,-0.325484063,-1.14585,-0.18668,-0.4,-0.41,-0.446195057,0.446195057,0.86119518,0.674515937,0.215298795,0.265355497,1
E1ltHhlg,line,4708,Temperature_Crime rate,9,0.352640712,0.230852875,0.474428549,0.670468013,0.276660883,1,0.31783,0.47976,0.4,0.4,0.270468013,0.270468013,0.243575674,0.723339117,0.060893919,0.196903565,1
E1ltHhlg,line,4283,Temperature_Sales of Mittens,6,0.696807328,0.349574533,1,-0.982477442,-1,-0.535748925,-1.67928,-0.18617,-0.9,-0.89,-0.092477442,0.092477442,0.650425467,0.464251075,0.173616397,0.223364258,1
E1ltHhlg,scatter,4383,Vaccination rate_Rate of illness,2,-0.981209702,-1,-0.657631206,-0.999292813,-1,-0.642123779,-0.01808,0.01551,-0.9,-0.89,-0.109292813,0.109292813,0.342368794,0.357876221,0.161789248,0.178584517,1
E1ltHhlg,line,4049,Weight_Price,7,-0.745805351,-0.998508647,-0.493102056,0.898400989,0.420433171,1,1.64421,0.07416,0.9,0.9,-0.001599011,0.001599011,0.505406591,0.579566829,0.126351648,0.238983909,1
E1ltHhlg,line,3738,Yearly income_Height,5,-1,-1,-0.735632223,0.36119789,0.139567135,0.582828644,1.3612,0.17889,0,0.02,0.34119789,0.34119789,0.264367777,0.443261509,0.132183889,0.110815377,1
E4fsaAML,hop,19280,Exercise amount_Body weight,9,-1,-1,-0.754321445,-0.820697195,-1,0.479814752,0.1793,1.23414,-0.4,-0.42,-0.400697195,0.400697195,0.245678555,1.479814752,0.122839278,0.650255973,0
E4fsaAML,scatter,7425,Government spending_Budget deficit,3,,0.618634006,0.618634006,1,0.67310989,1,,0.32689,0.9,0.93,0.07,0.07,0,0.32689011,,0.163445055,0
E4fsaAML,scatter,14346,Immigrant population_Economic growth,1,-0.166484378,-1,0.667031245,0.516974265,-0.974242356,1,0.68346,0.30721,0.4,0.44,0.076974265,0.076974265,1.667031245,1.974242356,0.416757811,0.745608311,0
E4fsaAML,scatter,43455,Income tax rate_Poverty rate,0,-0.477781934,-1,0.232317594,0.909447263,-1,1,1.38723,0.76768,0,0.08,0.829447263,0.829447263,1.232317594,2,0.355049764,0.954723632,0
E4fsaAML,scatter,6544,Labor union participation_Corporate profits,2,-0.588890889,-1,1,0.567842674,-1,1,1.15673,0,-0.4,-0.41,0.977842674,0.977842674,2,2,0.794445444,0.783921337,0
E4fsaAML,hop,10868,Temperature_Crime rate,7,1,1,1,1,0.227335198,1,0,0.77266,0.4,0.4,0.6,0.6,0,0.772664802,0.001,0.386332401,0
E4fsaAML,hop,13017,Temperature_Sales of Mittens,6,-1,-1,-0.91265277,-0.940623773,-1,-0.851939614,0.05938,0.06071,-0.9,-0.89,-0.050623773,0.050623773,0.08734723,0.148060386,0.043673615,0.044342079,0
E4fsaAML,scatter,34708,Vaccination rate_Rate of illness,4,-0.807595469,-1,-0.615190938,-0.776341303,-1,-0.552682607,0.03125,0.06251,-0.9,-0.89,0.113658697,0.113658697,0.384809062,0.447317393,0.096202265,0.111829348,0
E4fsaAML,hop,10482,Weight_Price,8,0.894618105,0.87509715,0.91413906,1,0.632672285,1,0.10538,0.32829,0.9,0.9,0.1,0.1,0.03904191,0.367327715,0.009760478,0.183663858,0
E4fsaAML,hop,20455,Yearly income_Height,5,0.528665285,-1,1,0.394136591,-1,1,-0.13453,0,0,0.02,0.374136591,0.374136591,2,2,0.764332643,0.697068295,0
EDtktLDe,line,23295,Exercise amount_Body weight,7,0.288568905,-0.017204856,0.594342665,-0.52458732,-0.75588741,-0.29328723,-0.81316,-0.14895,-0.4,-0.42,-0.10458732,0.10458732,0.611547521,0.46260018,0.15288688,0.115650045,0
EDtktLDe,scatter,20644,Government spending_Budget deficit,4,0.703503372,0.407006744,1,1,0.629372421,1,0.2965,-0.22237,0.9,0.93,0.07,0.07,0.592993256,0.370627579,0.148248314,0.18531379,0
EDtktLDe,scatter,30039,Immigrant population_Economic growth,3,0.132878553,-0.193799287,0.459556393,-0.002402299,-0.002402299,-0.002402299,-0.13528,-0.65336,0.4,0.44,-0.442402299,0.442402299,0.65335568,0,0.16333892,0.001,0
EDtktLDe,scatter,44134,Income tax rate_Poverty rate,0,0.599437081,0.387112084,0.811762077,0.003497848,-0.079045662,0.086041359,-0.59594,-0.25956,0,0.08,-0.076502152,0.076502152,0.424649993,0.16508702,0.106162498,0.041271755,0
EDtktLDe,scatter,30225,Labor union participation_Corporate profits,2,-0.577264891,-0.767982543,-0.386547238,-1,-1,-0.378837034,-0.42274,0.23973,-0.4,-0.41,-0.59,0.59,0.381435305,0.621162966,0.095358826,0.310581483,0
EDtktLDe,line,21353,Temperature_Crime rate,8,0.20700812,0.099421187,0.314595054,0.719111293,0.553052383,0.885170203,0.5121,0.11694,0.4,0.4,0.319111293,0.319111293,0.215173867,0.33211782,0.053793467,0.083029455,0
EDtktLDe,line,25773,Temperature_Sales of Mittens,5,-0.238393803,-0.493556518,0.016768912,-1,-1,-0.615440202,-0.76161,-0.12577,-0.9,-0.89,-0.11,0.11,0.510325431,0.384559798,0.127581358,0.192279899,0
EDtktLDe,scatter,26846,Vaccination rate_Rate of illness,1,-0.824434119,-0.995188353,-0.653679884,-1,-1,-1,-0.17557,-0.34151,-0.9,-0.89,-0.11,0.11,0.34150847,0,0.085377117,0.001,0
EDtktLDe,line,14649,Weight_Price,9,1,0.817370042,1,0.897515094,0.782067353,1,-0.10248,0.0353,0.9,0.9,-0.002484906,0.002484906,0.182629958,0.217932647,0.091314979,0.05772387,0
EDtktLDe,line,17877,Yearly income_Height,6,0.112615379,-0.034126631,0.259357388,0.169556626,-0.180003147,0.519116399,0.05694,0.40564,0,0.02,0.149556626,0.149556626,0.293484019,0.699119546,0.073371005,0.174779887,0
EN1rPfEV,scatter,12012,Exercise amount_Body weight,4,0.426335471,-0.043539555,0.896210497,-0.804512893,-1,0.414314489,-1.23085,0.47456,-0.4,-0.42,-0.384512893,0.384512893,0.939750051,1.414314489,0.234937513,0.609413691,0
EN1rPfEV,line,9799,Government spending_Budget deficit,6,-0.299358668,-0.536902762,-0.061814574,0.856334081,0.397485764,1,1.15569,0.12743,0.9,0.93,-0.073665919,0.073665919,0.475088188,0.602514236,0.118772047,0.229424159,0
EN1rPfEV,line,7184,Immigrant population_Economic growth,8,0.39020174,-0.356592271,1,-0.039528896,-0.989606912,0.91054912,-0.42973,0.54356,0.4,0.44,-0.479528896,0.479528896,1.356592271,1.900156033,0.373397006,0.475039008,0
EN1rPfEV,line,8907,Income tax rate_Poverty rate,7,-0.296345542,-0.598564345,0.005873262,0.063341056,-0.873317888,1,0.35969,1.26888,0,0.08,-0.016658944,0.016658944,0.604437607,1.873317888,0.151109402,0.468329472,0
EN1rPfEV,line,7959,Labor union participation_Corporate profits,9,0.060027413,-0.494049655,0.614104481,-0.456978203,-1,0.086043594,-0.51701,-0.02211,-0.4,-0.41,-0.046978203,0.046978203,1.108154136,1.086043594,0.277038534,0.271510898,0
EN1rPfEV,scatter,15644,Temperature_Crime rate,1,-0.147016424,-0.210503137,-0.083529711,-0.116318186,-0.985566489,0.752930117,0.0307,1.61152,0.4,0.4,-0.516318186,0.516318186,0.126973425,1.738496606,0.031743356,0.434624151,0
EN1rPfEV,scatter,9689,Temperature_Sales of Mittens,3,0.29869059,-0.033873043,0.631254223,-0.567248353,-0.947671968,-0.186824738,-0.86594,0.09572,-0.9,-0.89,0.322751647,0.322751647,0.665127266,0.76084723,0.166281817,0.190211807,0
EN1rPfEV,line,137756,Vaccination rate_Rate of illness,5,0.188534026,-0.067117547,0.444185599,-0.626507783,-0.961990322,-0.291025245,-0.81504,0.15966,-0.9,-0.89,0.263492217,0.263492217,0.511303146,0.670965077,0.127825786,0.167741269,0
EN1rPfEV,scatter,26501,Weight_Price,2,0.456479132,-0.221211373,1,0.614786074,-0.117204831,1,0.15831,-0.10401,0.9,0.9,-0.285213926,0.285213926,1.221211373,1.117204831,0.338845253,0.365995453,0
EN1rPfEV,scatter,12282,Yearly income_Height,0,0.487036777,0.43319348,0.540880075,-0.13624084,-0.348159086,0.075677407,-0.62328,0.31615,0,0.02,-0.15624084,0.15624084,0.107686596,0.423836493,0.026921649,0.105959123,0
EjAzA4we,line,22393,Exercise amount_Body weight,6,-1,-1,-0.720907205,-0.370255697,-0.775575123,0.035063729,0.62974,0.53155,-0.4,-0.42,0.049744303,0.049744303,0.279092795,0.810638853,0.139546398,0.202659713,0
EjAzA4we,scatter,10263,Government spending_Budget deficit,3,1,1,1,1,1,1,0,0,0.9,0.93,0.07,0.07,0,0,0.001,0.001,0
EjAzA4we,scatter,34132,Immigrant population_Economic growth,4,0.278537353,-0.099603446,0.656678151,0.792650637,0.241448553,1,0.51411,0.00227,0.4,0.44,0.352650637,0.352650637,0.756281597,0.758551447,0.189070399,0.275601042,0
EjAzA4we,scatter,15437,Income tax rate_Poverty rate,1,1,0.926383696,1,-0.123518577,-1,1,-1.12352,1.92638,0,0.08,-0.203518577,0.203518577,0.073616304,2,0.036808152,0.561759288,0
EjAzA4we,scatter,11881,Labor union participation_Corporate profits,0,0.644788861,0.32961788,0.959959841,-0.582734015,-1,0.035585439,-1.22752,0.40524,-0.4,-0.41,-0.172734015,0.172734015,0.630341961,1.035585439,0.15758549,0.309159727,0
EjAzA4we,line,5512,Temperature_Crime rate,7,1,1,1,0.68141316,0.419985758,0.942840561,-0.31859,0.52285,0.4,0.4,0.28141316,0.28141316,0,0.522854804,0.001,0.130713701,0
EjAzA4we,line,21094,Temperature_Sales of Mittens,8,-1,-1,-0.927325448,-0.986178795,-1,-0.963419193,0.01382,-0.03609,-0.9,-0.89,-0.096178795,0.096178795,0.072674552,0.036580807,0.036337276,0.011379801,0
EjAzA4we,scatter,23702,Vaccination rate_Rate of illness,2,-0.998775547,-1,-0.997551093,-1,-1,-1,-0.00122,-0.00245,-0.9,-0.89,-0.11,0.11,0.002448907,0,0.001,0.001,0
EjAzA4we,line,21225,Weight_Price,5,1,0.633293938,1,1,0.905453888,1,0,-0.27216,0.9,0.9,0.1,0.1,0.366706062,0.094546112,0.183353031,0.047273056,0
EjAzA4we,line,5563,Yearly income_Height,9,-0.007565464,-0.007565464,-0.007565464,0.011132036,0.011132036,0.011132036,0.0187,0,0,0.02,-0.008867964,0.008867964,0,0,0.001,0.001,0
EvBDWuAA,scatter,20358,Exercise amount_Body weight,4,0.002767428,-0.259695173,0.265230029,-0.868518129,-1,-0.347635179,-0.87129,0.12744,-0.4,-0.42,-0.448518129,0.448518129,0.524925202,0.652364821,0.1312313,0.260441475,0
EvBDWuAA,band,8648,Government spending_Budget deficit,7,1,0.606051418,1,1,0.963873568,1,0,-0.35782,0.9,0.93,0.07,0.07,0.393948582,0.036126432,0.196974291,0.018063216,0
EvBDWuAA,band,18550,Immigrant population_Economic growth,6,-0.674869834,-0.900721795,-0.449017873,0.667599133,0.043587959,1,1.34247,0.50471,0.4,0.44,0.227599133,0.227599133,0.451703922,0.956412041,0.11292598,0.312005587,0
EvBDWuAA,band,16296,Income tax rate_Poverty rate,5,0.301997511,0.206831191,0.39716383,-0.122582502,-0.238495969,-0.006669035,-0.42458,0.04149,0,0.08,-0.202582502,0.202582502,0.190332639,0.231826934,0.04758316,0.057956733,0
EvBDWuAA,band,18530,Labor union participation_Corporate profits,8,-0.307823416,-0.409513232,-0.206133601,-1,-1,-0.611192189,-0.69218,0.18543,-0.4,-0.41,-0.59,0.59,0.203379631,0.388807811,0.050844908,0.194403905,0
EvBDWuAA,scatter,40984,Temperature_Crime rate,0,0.749694026,0.331577207,1,1,0.447261936,1,0.25031,-0.11568,0.4,0.4,0.6,0.6,0.668422793,0.552738064,0.209058409,0.276369032,0
EvBDWuAA,scatter,18157,Temperature_Sales of Mittens,2,-1,-1,-1,-1,-1,-1,0,0,-0.9,-0.89,-0.11,0.11,0,0,0.001,0.001,0
EvBDWuAA,band,10181,Vaccination rate_Rate of illness,9,0.088974262,-0.056112555,0.234061078,-1,-1,-0.725037403,-1.08897,-0.01521,-0.9,-0.89,-0.11,0.11,0.290173634,0.274962597,0.072543408,0.137481298,0
EvBDWuAA,scatter,26343,Weight_Price,1,0.356342881,0.081356041,0.631329721,1,0.60571732,1,0.64366,-0.15569,0.9,0.9,0.1,0.1,0.54997368,0.39428268,0.13749342,0.19714134,0
EvBDWuAA,scatter,11625,Yearly income_Height,3,-0.007987512,-0.007987512,-0.007987512,0.003349969,-0.333407611,0.340107549,0.01134,0.67352,0,0.02,-0.016650031,0.016650031,0,0.67351516,0.001,0.16837879,0
FI4uLqoI,scatter,7682,Exercise amount_Body weight,0,0.77688395,0.77688395,0.77688395,0.469571921,-0.330540502,1,-0.30731,1.33054,-0.4,-0.42,0.889571921,0.889571921,0,1.330540502,0.001,0.400056211,0
FI4uLqoI,hop,8785,Government spending_Budget deficit,5,0.533165566,-0.620378088,1,-0.166676795,-0.640919275,0.307565684,-0.69984,-0.67189,0.9,0.93,-1.096676795,1.096676795,1.620378088,0.948484959,0.576771827,0.23712124,0
FI4uLqoI,hop,8766,Immigrant population_Economic growth,6,0.045869607,-0.171476925,0.263216138,0.591186132,0.219130416,0.963241848,0.54532,0.30942,0.4,0.44,0.151186132,0.151186132,0.434693063,0.744111432,0.108673266,0.186027858,0
FI4uLqoI,hop,5519,Income tax rate_Poverty rate,9,-0.266329056,-0.406843233,-0.125814879,-0.184402072,-0.481535718,0.112731575,0.08193,0.31324,0,0.08,-0.264402072,0.264402072,0.281028354,0.594267293,0.070257089,0.148566823,0
FI4uLqoI,hop,12673,Labor union participation_Corporate profits,7,-0.439220637,-0.652688722,-0.225752552,-0.07418838,-0.748211973,0.599835214,0.36503,0.92111,-0.4,-0.41,0.33581162,0.33581162,0.42693617,1.348047187,0.106734042,0.337011797,0
FI4uLqoI,scatter,6106,Temperature_Crime rate,1,-0.431075802,-0.431075802,-0.431075802,-0.060936117,-0.459182133,0.337309899,0.37014,0.79649,0.4,0.4,-0.460936117,0.460936117,0,0.796492032,0.001,0.199123008,0
FI4uLqoI,scatter,5292,Temperature_Sales of Mittens,3,-0.54437945,-1,0.303649237,0.026788715,-0.192500262,0.246077691,0.57117,-0.86507,-0.9,-0.89,0.916788715,0.916788715,1.303649237,0.438577954,0.424014343,0.109644488,0
FI4uLqoI,hop,6211,Vaccination rate_Rate of illness,8,-0.002771925,-0.56636056,0.56081671,-0.543927976,-1,0.174386291,-0.54116,0.04721,-0.9,-0.89,0.346072024,0.346072024,1.12717727,1.174386291,0.281794318,0.359157133,0
FI4uLqoI,scatter,4921,Weight_Price,2,0.480651511,0.480651511,0.480651511,0.602174488,-0.025667398,1,0.12152,1.02567,0.9,0.9,-0.297825512,0.297825512,0,1.025667398,0.001,0.313920943,0
FI4uLqoI,scatter,10374,Yearly income_Height,4,0.417479558,0.14069677,0.694262346,0.012074093,-0.2211654,0.245313585,-0.40541,-0.08709,0,0.02,-0.007925907,0.007925907,0.553565577,0.466478985,0.138391394,0.116619746,0
FKibMthV,scatter,27348,Exercise amount_Body weight,0,0.857879221,0.641261681,1,-0.831683578,-1,-0.579313138,-1.68956,0.06195,-0.4,-0.42,-0.411683578,0.411683578,0.358738319,0.420686862,0.10830877,0.12618522,0
